ts,방식,y_avg,y_peak,pred_avg,pred_peak
2021-07-15 00:00:00,R,67.0,70.0,22.820318743278314,23.24741243799766
2021-07-15 01:00:00,R,90.0,106.0,22.290495351197684,23.156830798793646
2021-07-15 02:00:00,R,111.0,119.0,22.30721001109956,23.259443972238625
2021-07-15 03:00:00,R,109.0,111.0,22.549923609556593,23.330426213074215
2021-07-15 04:00:00,R,110.0,121.0,22.766777824375946,23.269262939007735
2021-07-15 05:00:00,R,88.0,96.0,21.975596430780865,23.260266038005078
2021-07-15 06:00:00,R,103.0,108.0,22.350080849642936,23.81573340185117
2021-07-15 07:00:00,R,107.0,110.0,22.919924944333946,24.33709117532427
2021-07-15 08:00:00,R,134.0,144.0,22.532271171912154,24.111593938173193
2021-07-15 09:00:00,R,113.0,120.0,22.093188323932146,22.953689206540272
2021-07-15 10:00:00,R,108.0,110.0,22.416828608708805,23.42442175401826
2021-07-15 11:00:00,R,134.0,168.0,22.45562215336635,22.78425456244229
2021-07-15 12:00:00,R,118.0,123.0,22.228602160051814,24.001010716661874
2021-07-15 13:00:00,R,122.0,130.0,22.238686375920608,22.964278388482896
2021-07-15 14:00:00,R,155.0,169.0,22.245337422519995,22.75913317131908
2021-07-15 15:00:00,R,152.0,159.0,22.054857085535577,22.369945056626833
2021-07-15 16:00:00,R,184.0,193.0,22.142823630265966,22.929139799893036
2021-07-15 17:00:00,R,172.0,174.0,22.49138513221744,23.812342200209343
2021-07-15 18:00:00,R,192.0,202.0,22.119395065824925,23.3475009431343
2021-07-15 19:00:00,R,160.0,162.0,22.234619510904523,22.957430313477317
2021-07-15 20:00:00,R,155.0,166.0,22.04005897398328,23.338620417844105
2021-07-15 21:00:00,R,187.0,190.0,22.50158664870887,24.59396528467122
2021-07-15 22:00:00,R,198.0,202.0,22.496560106500592,24.162132296224144
2021-07-15 23:00:00,R,187.0,193.0,22.48559416056863,23.188605983665205
2021-07-13 00:00:00,Rsoft,69.0,70.0,65.37741058742601,66.60268563958125
2021-07-13 01:00:00,Rsoft,96.0,119.0,22.45263817070131,22.59304845358274
2021-07-13 02:00:00,Rsoft,112.0,117.0,62.97114228560829,95.89551497713744
2021-07-13 03:00:00,Rsoft,110.0,115.0,63.05080834707363,96.01496037321301
2021-07-13 04:00:00,Rsoft,106.0,112.0,63.02892499206253,95.92625425413527
2021-07-13 05:00:00,Rsoft,143.0,162.0,63.20124785850561,96.39334729150256
2021-07-13 06:00:00,Rsoft,123.0,125.0,62.95528244460904,95.85225156257448
2021-07-13 07:00:00,Rsoft,111.0,113.0,63.66226440776441,92.54811306674065
2021-07-13 08:00:00,Rsoft,102.0,112.0,22.158162976148745,23.68715279535201
2021-07-13 09:00:00,Rsoft,112.0,118.0,22.453210820644024,23.54106928139895
2021-07-13 10:00:00,Rsoft,124.0,138.0,22.404758015450938,23.33244531293422
2021-07-13 11:00:00,Rsoft,139.0,167.0,22.58130640345935,23.57131523753309
2021-07-13 12:00:00,Rsoft,123.0,129.0,22.626294016828897,22.842568056413178
2021-07-13 13:00:00,Rsoft,107.0,112.0,22.48558281911867,23.07586795271182
2021-07-13 14:00:00,Rsoft,150.0,174.0,22.43308904324438,23.1663690822595
2021-07-13 15:00:00,Rsoft,181.0,186.0,22.593610468009764,22.89506614023461
2021-07-13 16:00:00,Rsoft,174.0,181.0,22.368922421107953,23.188811902393624
2021-07-13 17:00:00,Rsoft,143.0,147.0,23.09113500394847,23.4606895485323
2021-07-13 18:00:00,Rsoft,152.0,160.0,22.905383640397286,23.114933477270007
2021-07-13 19:00:00,Rsoft,174.0,187.0,22.974800130105088,23.371789280484798
2021-07-13 20:00:00,Rsoft,175.0,189.0,23.000286961797453,23.453393704715992
2021-07-13 21:00:00,Rsoft,174.0,179.0,22.823499569627064,23.479512359455697
2021-07-13 22:00:00,Rsoft,178.0,187.0,22.808197397968275,22.8868967425434
2021-07-13 23:00:00,Rsoft,188.0,190.0,22.911134353053484,22.973522098984517
2021-07-15 00:00:00,Rsoft,67.0,70.0,22.820318743278314,23.24741243799766
2021-07-15 01:00:00,Rsoft,90.0,106.0,22.290495351197684,23.156830798793646
2021-07-15 02:00:00,Rsoft,111.0,119.0,22.30721001109956,23.259443972238625
2021-07-15 03:00:00,Rsoft,109.0,111.0,22.549923609556593,23.330426213074215
2021-07-15 04:00:00,Rsoft,110.0,121.0,22.766777824375946,23.269262939007735
2021-07-15 05:00:00,Rsoft,88.0,96.0,21.975596430780865,23.260266038005078
2021-07-15 06:00:00,Rsoft,103.0,108.0,22.350080849642936,23.81573340185117
2021-07-15 07:00:00,Rsoft,107.0,110.0,22.919924944333946,24.33709117532427
2021-07-15 08:00:00,Rsoft,134.0,144.0,22.532271171912154,24.111593938173193
2021-07-15 09:00:00,Rsoft,113.0,120.0,22.093188323932146,22.953689206540272
2021-07-15 10:00:00,Rsoft,108.0,110.0,22.416828608708805,23.42442175401826
2021-07-15 11:00:00,Rsoft,134.0,168.0,22.45562215336635,22.78425456244229
2021-07-15 12:00:00,Rsoft,118.0,123.0,22.228602160051814,24.001010716661874
2021-07-15 13:00:00,Rsoft,122.0,130.0,22.238686375920608,22.964278388482896
2021-07-15 14:00:00,Rsoft,155.0,169.0,22.245337422519995,22.75913317131908
2021-07-15 15:00:00,Rsoft,152.0,159.0,22.054857085535577,22.369945056626833
2021-07-15 16:00:00,Rsoft,184.0,193.0,22.142823630265966,22.929139799893036
2021-07-15 17:00:00,Rsoft,172.0,174.0,22.49138513221744,23.812342200209343
2021-07-15 18:00:00,Rsoft,192.0,202.0,22.119395065824925,23.3475009431343
2021-07-15 19:00:00,Rsoft,160.0,162.0,22.234619510904523,22.957430313477317
2021-07-15 20:00:00,Rsoft,155.0,166.0,22.04005897398328,23.338620417844105
2021-07-15 21:00:00,Rsoft,187.0,190.0,22.50158664870887,24.59396528467122
2021-07-15 22:00:00,Rsoft,198.0,202.0,22.496560106500592,24.162132296224144
2021-07-15 23:00:00,Rsoft,187.0,193.0,22.48559416056863,23.188605983665205
