datetime,실측,2단계 레짐(3분류),Random Forest (보정)
2021-09-02 11:00:00,182.0,175.66776056309354,175.86201424610246
2021-09-02 12:00:00,112.0,111.10206886266816,112.04923725194845
2021-09-02 13:00:00,174.0,173.47536255948475,177.0489150963416
2021-09-02 14:00:00,192.0,177.2691468938122,176.24299734742385
2021-09-02 15:00:00,170.0,168.9267815375965,163.41975000000002
2021-09-02 16:00:00,174.0,165.74635019630836,164.23780555555555
2021-09-02 17:00:00,132.0,132.01855019729362,131.64150142062007
2021-09-02 18:00:00,159.0,159.7897183633951,157.49
2021-09-02 19:00:00,161.0,156.30729954564873,150.3395634920635
2021-09-02 20:00:00,132.0,117.40538688135965,113.4041078838373
2021-09-02 21:00:00,131.0,121.42752686212756,118.9868262683395
2021-09-02 22:00:00,114.0,114.24165355906985,112.20448985501588
2021-09-02 23:00:00,119.0,107.84445817739302,107.62422468921537
2021-09-03 00:00:00,69.0,74.97629019985395,74.69185454545455
2021-09-03 01:00:00,109.0,109.37870837476522,110.63414304064604
2021-09-03 02:00:00,112.0,114.66048204701025,112.7717056663417
2021-09-03 03:00:00,110.0,104.45395445129151,104.62550513801749
2021-09-03 04:00:00,107.0,117.44551232644231,113.63138877920183
2021-09-03 05:00:00,93.0,93.25017528630339,90.10528114902527
2021-09-03 06:00:00,107.0,117.51407037150678,114.76363306803476
2021-09-03 07:00:00,134.0,129.46504358729894,131.0364430655764
2021-09-03 08:00:00,170.0,173.33267750325982,169.0888087312298
2021-09-03 09:00:00,171.0,174.908277495504,172.1473874072314
2021-09-03 10:00:00,163.0,169.1684059067804,171.2758079548535
2021-09-03 11:00:00,187.0,172.1707598526863,174.20557355423517
2021-09-03 12:00:00,108.0,107.18714720875957,109.45347277290483
2021-09-03 13:00:00,169.0,172.37665445359394,172.96459428918672
2021-09-03 14:00:00,178.0,164.22248741092326,163.91496856520385
2021-09-03 15:00:00,154.0,160.06214519807986,161.75029487179486
2021-09-03 16:00:00,161.0,165.01407263750542,163.66
2021-09-03 17:00:00,147.0,140.14638369320036,137.534
2021-09-03 18:00:00,154.0,150.44697393567301,147.10333333333332
2021-09-03 19:00:00,143.0,135.74591920495973,137.3233111111111
2021-09-03 20:00:00,115.0,119.37049253109055,114.35822302474048
2021-09-03 21:00:00,110.0,117.35796374032157,112.90688570535767
2021-09-03 22:00:00,105.0,114.07208924813361,103.53811703264616
2021-09-03 23:00:00,101.0,112.09322057649086,111.42659102543738
2021-09-04 00:00:00,64.0,66.43480117536413,70.90415032679738
2021-09-04 01:00:00,106.0,104.67987035109947,106.85732618698377
2021-09-04 02:00:00,104.0,110.80702143793184,110.53895918519352
2021-09-04 03:00:00,98.0,106.92080726057905,108.21000207934983
2021-09-04 04:00:00,109.0,108.31437148673135,105.82773251068798
2021-09-04 05:00:00,88.0,87.86634869710535,87.0420090588424
2021-09-04 06:00:00,111.0,104.72391011467823,98.93522463736858
2021-09-04 07:00:00,70.0,58.74415110302541,72.33571428571429
2021-09-04 08:00:00,33.0,22.45541017157926,48.3972972972973
2021-09-04 09:00:00,32.0,21.963229353853993,48.69248248248248
2021-09-04 10:00:00,34.0,22.454772237054154,48.57848248248248
2021-09-04 11:00:00,32.0,22.710991120354386,48.33185185185185
2021-09-04 12:00:00,33.0,22.663569757831997,41.835149149149146
2021-09-04 13:00:00,34.0,22.345568206019617,48.20851851851852
2021-09-04 14:00:00,34.0,22.68930629654239,48.35396396396397
2021-09-04 15:00:00,33.0,22.028345389112044,47.59848248248248
2021-09-04 16:00:00,36.0,22.38411333873965,59.833333333333336
2021-09-04 17:00:00,35.0,21.999856755926054,48.91914914914915
2021-09-04 18:00:00,26.0,22.43204930971448,50.36396396396397
2021-09-04 19:00:00,23.0,22.02561914445237,46.317121212121215
2021-09-04 20:00:00,25.0,21.554105398343445,43.27769431153642
2021-09-04 21:00:00,23.0,21.794748103898186,43.120222222222225
2021-09-04 22:00:00,23.0,22.12216753095666,41.71355555555556
2021-09-04 23:00:00,23.0,22.170402836101168,41.82022222222223
2021-09-05 00:00:00,24.0,22.0217837288469,22.86820767195767
2021-09-05 01:00:00,22.0,22.094964537364376,22.768952922077922
2021-09-05 02:00:00,22.0,21.816007475890316,22.11523863636364
2021-09-05 03:00:00,22.0,21.733346071718884,22.13645878136201
2021-09-05 04:00:00,24.0,21.999760933956594,22.159451923076922
2021-09-05 05:00:00,22.0,21.891929179201277,22.071807423856335
2021-09-05 06:00:00,22.0,21.996414759905605,22.234476978375888
2021-09-05 07:00:00,22.0,21.480713464406435,21.9801297807233
2021-09-05 08:00:00,25.0,21.68124278593927,21.94012435559287
2021-09-05 09:00:00,22.0,21.897656609392932,21.869260626930235
2021-09-05 10:00:00,22.0,22.12456558151134,21.856114259408866
2021-09-05 11:00:00,22.0,22.020473579166264,21.959879106206245
2021-09-05 12:00:00,24.0,22.002340526512377,21.005734227166755
2021-09-05 13:00:00,22.0,21.92876302802177,21.831505807155807
2021-09-05 14:00:00,23.0,22.011833581746497,21.204199296931822
2021-09-05 15:00:00,24.0,21.79924055586801,22.14742485544177
2021-09-05 16:00:00,23.0,21.883335168168596,21.227976269932128
2021-09-05 17:00:00,23.0,22.336598233671204,21.945942582927998
2021-09-05 18:00:00,22.0,21.909896510913068,21.592501583551947
2021-09-05 19:00:00,24.0,21.83111415610653,22.514367839356808
2021-09-05 20:00:00,23.0,22.358080296419594,22.382073291543183
2021-09-05 21:00:00,23.0,22.840790364419995,22.71401881731371
2021-09-05 22:00:00,24.0,22.273997334389357,21.723840449240445
2021-09-05 23:00:00,23.0,22.84055941064755,22.670371358291252
2021-09-06 00:00:00,22.0,22.218272132945735,22.345229660661918
2021-09-06 01:00:00,22.0,22.1168929587783,22.416906596688854
2021-09-06 02:00:00,24.0,22.04057268766995,22.20995818399044
2021-09-06 03:00:00,22.0,22.155183334110255,22.744046756548904
2021-09-06 04:00:00,22.0,22.09822279045079,22.625998824850974
2021-09-06 05:00:00,23.0,22.708672271998978,22.675016601044476
2021-09-06 06:00:00,24.0,21.9914511938591,22.20487972300809
2021-09-06 07:00:00,52.0,56.723002372639684,55.11666666666667
2021-09-06 08:00:00,171.0,175.20268040509114,175.4861391941392
2021-09-06 09:00:00,157.0,172.52587285914632,175.88329323454323
2021-09-06 10:00:00,171.0,178.5408708213651,175.79660032560034
2021-09-06 11:00:00,176.0,175.77028127637925,175.40384034484035
2021-09-06 12:00:00,109.0,118.74422345658361,112.37221370972742
2021-09-06 13:00:00,160.0,176.79890901763497,176.08691177341177
2021-09-06 14:00:00,160.0,170.64151445109565,174.46905035705035
2021-09-06 15:00:00,158.0,162.0799235546944,162.1014784382284
2021-09-06 16:00:00,146.0,163.184146295833,161.41641219891218
2021-09-06 17:00:00,128.0,144.52747609441386,139.24475212441882
2021-09-06 18:00:00,152.0,160.82484364960325,158.17697222222225
2021-09-06 19:00:00,135.0,145.43253693548257,142.86302549302548
2021-09-06 20:00:00,121.0,132.73506952020864,126.11442025798819
2021-09-06 21:00:00,123.0,129.3502614836077,127.05992131409798
2021-09-06 22:00:00,110.0,110.05521763972224,110.3487952137991
2021-09-06 23:00:00,104.0,105.68263548500586,105.85911391839483
2021-09-07 00:00:00,72.0,65.47334029541777,63.16833333333334
2021-09-07 01:00:00,109.0,103.28979182919102,101.92816415574143
2021-09-07 02:00:00,111.0,105.59050276564503,104.41146119113678
2021-09-07 03:00:00,109.0,102.7954670934555,101.76159793888266
2021-09-07 04:00:00,109.0,104.72086612909175,104.11666666666666
2021-09-07 05:00:00,96.0,89.2369940944776,91.23228884375025
2021-09-07 06:00:00,115.0,105.83215222708675,104.27568413467236
2021-09-07 07:00:00,140.0,123.28716562366225,118.56774478035348
2021-09-07 08:00:00,173.0,169.11731132516914,167.3289092185592
2021-09-07 09:00:00,170.0,166.0423868511921,165.324096975247
2021-09-07 10:00:00,164.0,165.0121103624486,168.17261111111108
2021-09-07 11:00:00,174.0,169.07478465442196,171.9085129674247
2021-09-07 12:00:00,116.0,111.31144431423087,110.40174460682465
2021-09-07 13:00:00,181.0,171.5391904035809,174.5689436026936
2021-09-07 14:00:00,182.0,171.71646968057746,173.6820910663411
2021-09-07 15:00:00,166.0,159.5876823745064,164.6070277777778
2021-09-07 16:00:00,160.0,161.4198345335671,165.42439983164985
2021-09-07 17:00:00,135.0,128.893417440967,128.61648438163377
2021-09-07 18:00:00,156.0,157.50589503468532,159.86277777777778
2021-09-07 19:00:00,152.0,143.5954770472447,141.77661513707707
2021-09-07 20:00:00,134.0,130.63582627010973,133.83824541647928
2021-09-07 21:00:00,131.0,131.3375142289411,128.47479661070665
2021-09-07 22:00:00,115.0,113.98043190015615,111.87380626859515
2021-09-07 23:00:00,111.0,107.67564598706946,106.26474195858071
2021-09-08 00:00:00,72.0,71.94480731209146,69.95333333333333
2021-09-08 01:00:00,110.0,106.94134486089172,107.73376243495889
2021-09-08 02:00:00,118.0,110.40880991967768,110.77319571599816
2021-09-08 03:00:00,112.0,106.68646284733228,105.98418950148027
2021-09-08 04:00:00,113.0,111.08229332928735,108.94572933235703
2021-09-08 05:00:00,97.0,95.84735976318751,94.22295746609892
2021-09-08 06:00:00,118.0,113.83315837392996,112.90450145635705
2021-09-08 07:00:00,135.0,132.8068900868494,132.2058499919833
2021-09-08 08:00:00,171.0,166.45367027264675,170.9980802399641
2021-09-08 09:00:00,160.0,171.24636371797024,169.71438155083936
2021-09-08 10:00:00,152.0,165.91124267339734,171.7485454267954
2021-09-08 11:00:00,156.0,174.54433776592882,175.91829433760682
2021-09-08 12:00:00,25.0,110.7362824210356,113.38405285308089
2021-09-08 13:00:00,152.0,170.89071456460556,173.35646756253004
2021-09-08 14:00:00,165.0,171.61287559061066,170.37325396825395
2021-09-08 15:00:00,165.0,166.9005165730978,161.15015674603174
2021-09-08 16:00:00,166.0,166.35033042977975,161.6528186813187
2021-09-08 17:00:00,144.0,133.4967315793266,136.11916977225673
2021-09-08 18:00:00,164.0,158.9571746604869,159.82666666666665
2021-09-08 19:00:00,150.0,152.70606208190634,149.9977777777778
2021-09-08 20:00:00,103.0,123.0715429643379,122.9879827626676
2021-09-08 21:00:00,122.0,126.82193078878534,126.70039636943119
2021-09-08 22:00:00,106.0,113.90529357785618,110.99286406040459
2021-09-08 23:00:00,101.0,109.43589261571347,109.26699632771405
2021-09-09 00:00:00,72.0,70.32373509372508,70.49333333333334
2021-09-09 01:00:00,97.0,108.93750756376954,111.39342790334425
2021-09-09 02:00:00,110.0,113.36083670988327,112.5749338898672
2021-09-09 03:00:00,109.0,109.08292413036426,107.25131455291574
2021-09-09 04:00:00,107.0,111.66224057164229,112.09426700692183
2021-09-09 05:00:00,92.0,94.78702409470915,94.55228436221353
2021-09-09 06:00:00,119.0,116.60033439848759,114.54660312048296
2021-09-09 07:00:00,139.0,136.3702905619564,139.18383658008656
2021-09-09 08:00:00,172.0,167.25961938522096,169.3492718696647
2021-09-09 09:00:00,170.0,163.7781248810684,166.9290355068266
2021-09-09 10:00:00,155.0,159.62631995323162,166.06108512360416
2021-09-09 11:00:00,174.0,172.47254768825294,173.7864254042526
2021-09-09 12:00:00,111.0,110.60163217090292,110.10257438651061
2021-09-09 13:00:00,171.0,172.06075892855202,174.68020109520108
2021-09-09 14:00:00,165.0,177.0714370633589,178.82654107004106
2021-09-09 15:00:00,173.0,158.96098818859141,167.4956574074074
2021-09-09 16:00:00,160.0,159.89928095488878,166.35332407407407
2021-09-09 17:00:00,140.0,134.18473452930013,131.49549329734597
2021-09-09 18:00:00,162.0,157.50553737133978,156.35594444444448
2021-09-09 19:00:00,142.0,145.86935885781887,149.28511111111112
2021-09-09 20:00:00,128.0,129.57208273829835,130.57363983488133
2021-09-09 21:00:00,128.0,127.97821029944052,129.29787362444395
2021-09-09 22:00:00,109.0,116.59224279115128,113.53305353275395
2021-09-09 23:00:00,109.0,111.0871272988474,111.388320746403
2021-09-10 00:00:00,77.0,64.78070041961867,69.28
2021-09-10 01:00:00,102.0,104.96664147927879,104.78592856519899
2021-09-10 02:00:00,112.0,114.35702174935858,112.53538502017953
2021-09-10 03:00:00,106.0,108.20102897901612,108.53406207546156
2021-09-10 04:00:00,108.0,108.65636373465927,107.36450611098141
2021-09-10 05:00:00,92.0,91.76957390511018,93.15489951328699
2021-09-10 06:00:00,111.0,114.12477535828941,113.80568819439722
2021-09-10 07:00:00,132.0,135.3842990877088,132.16860240006903
2021-09-10 08:00:00,180.0,166.61486868682158,169.8476910548029
2021-09-10 09:00:00,184.0,168.80884929120208,169.0128889896011
2021-09-10 10:00:00,168.0,165.1269062144441,166.8004893100726
2021-09-10 11:00:00,181.0,172.2776146938196,170.51589896214898
2021-09-10 12:00:00,116.0,109.38683458140588,106.85244094722121
2021-09-10 13:00:00,180.0,171.4912490164344,170.8971237705196
2021-09-10 14:00:00,178.0,167.75189726103608,172.42865671596925
2021-09-10 15:00:00,171.0,165.3393635255395,167.87333333333333
2021-09-10 16:00:00,164.0,161.20718732961282,162.65237037037036
2021-09-10 17:00:00,138.0,137.02519503976796,136.12680311890838
2021-09-10 18:00:00,155.0,154.760573561813,161.11594444444447
2021-09-10 19:00:00,142.0,143.37769293173045,141.71211965811966
2021-09-10 20:00:00,116.0,114.0211369080529,113.8008917379503
2021-09-10 21:00:00,117.0,115.65378880266574,115.08766535553455
2021-09-10 22:00:00,102.0,108.8137051090504,106.84664644987791
2021-09-10 23:00:00,88.0,104.74576995361937,104.24408082243502
2021-09-11 00:00:00,61.0,71.94791632585799,68.95666666666666
2021-09-11 01:00:00,97.0,106.2492848811047,100.91119528728021
2021-09-11 02:00:00,95.0,109.32300508195044,109.43087372267463
2021-09-11 03:00:00,94.0,106.7126879329453,102.66111111111111
2021-09-11 04:00:00,89.0,108.15505553394084,106.63045278460588
2021-09-11 05:00:00,82.0,89.62030102203408,90.65502102209778
2021-09-11 06:00:00,86.0,110.72310802681096,111.76522727346827
2021-09-11 07:00:00,51.0,109.71562382225201,72.53333333333333
2021-09-11 08:00:00,23.0,23.124782466354596,25.556047619047618
2021-09-11 09:00:00,23.0,22.54322089641589,25.157518341307817
2021-09-11 10:00:00,22.0,22.70727979481594,25.258844916344916
2021-09-11 11:00:00,23.0,23.713983292039043,28.082380952380955
2021-09-11 12:00:00,25.0,23.30700193238203,27.332380952380955
2021-09-11 13:00:00,23.0,22.902937062680106,27.264047619047616
2021-09-11 14:00:00,23.0,22.889589877545173,25.783277777777776
2021-09-11 15:00:00,24.0,23.355354611734946,26.385714285714286
2021-09-11 16:00:00,24.0,22.83573013191882,27.174844916344917
2021-09-11 17:00:00,23.0,22.839044458703828,24.44985682110682
2021-09-11 18:00:00,23.0,23.0466578103148,23.903983805233803
2021-09-11 19:00:00,25.0,22.31062160824048,23.347247182445738
2021-09-11 20:00:00,23.0,22.45214221207785,23.766765551265554
2021-09-11 21:00:00,23.0,22.186678936614758,23.23757436793082
2021-09-11 22:00:00,23.0,22.316238299515536,23.327265825891363
2021-09-11 23:00:00,23.0,21.983190582784584,23.563495044305007
2021-09-12 00:00:00,23.0,22.086887906167917,22.703598242774113
2021-09-12 01:00:00,23.0,22.700364386827104,22.471441910611976
2021-09-12 02:00:00,24.0,22.417967967401225,22.297421522118988
2021-09-12 03:00:00,23.0,22.21632078741321,22.17783001808734
2021-09-12 04:00:00,23.0,22.2362847253358,21.812682164012823
2021-09-12 05:00:00,23.0,22.047410545784764,22.014191876160005
2021-09-12 06:00:00,23.0,22.267806946281738,22.041132928934392
2021-09-12 07:00:00,23.0,22.04457580150918,22.10234476226026
2021-09-12 08:00:00,25.0,22.763933734577034,22.529287595006302
2021-09-12 09:00:00,23.0,22.21505360627272,22.28443822101656
2021-09-12 10:00:00,23.0,22.71568660201499,21.87648059090941
2021-09-12 11:00:00,23.0,22.842443531381637,22.743693029161918
2021-09-12 12:00:00,23.0,23.114692153720917,21.985788578215576
2021-09-12 13:00:00,23.0,22.63368122216768,21.896826267043714
2021-09-12 14:00:00,25.0,22.833751236061413,21.91289159711772
2021-09-12 15:00:00,23.0,23.12870682769029,22.139228384254878
2021-09-12 16:00:00,24.0,22.539682839611952,22.132079282161143
2021-09-12 17:00:00,23.0,22.145715247749163,22.01408391167609
2021-09-12 18:00:00,23.0,22.31316665504574,22.13019926225294
2021-09-12 19:00:00,23.0,22.499211262702943,21.547622603266632
2021-09-12 20:00:00,23.0,22.093703279842785,22.00848940429584
2021-09-12 21:00:00,25.0,22.40045865404914,22.00195379671772
2021-09-12 22:00:00,23.0,22.39989446647999,21.984717886802187
2021-09-12 23:00:00,23.0,22.201770993794586,22.003581182683337
2021-09-13 00:00:00,23.0,22.46047199723106,22.380271545872414
2021-09-13 01:00:00,23.0,22.356841467766095,22.270039035457817
2021-09-13 02:00:00,23.0,22.51999609716216,21.98724581469561
2021-09-13 03:00:00,24.0,22.089959063981187,22.06695195317791
2021-09-13 04:00:00,24.0,22.171222123846974,21.993525299765963
2021-09-13 05:00:00,23.0,22.083303528132674,21.68298924881399
2021-09-13 06:00:00,23.0,22.285400366458894,21.62266241098664
2021-09-13 07:00:00,63.0,59.17466306114924,80.79301914936914
2021-09-13 08:00:00,185.0,182.30884771441134,175.1030961240557
2021-09-13 09:00:00,183.0,182.34003789325607,173.7863167552763
2021-09-13 10:00:00,177.0,180.02455513529122,172.8452774365703
2021-09-13 11:00:00,182.0,184.2529468506188,175.12081477680445
2021-09-13 12:00:00,117.0,114.5596905631273,107.42236485871915
2021-09-13 13:00:00,184.0,183.1531323028487,174.35849121207357
2021-09-13 14:00:00,180.0,180.9785243855327,172.39851486210773
2021-09-13 15:00:00,168.0,170.65566915169057,158.7158538961039
2021-09-13 16:00:00,175.0,169.56832999561783,158.30660968660968
2021-09-13 17:00:00,132.0,144.63112740058995,133.54749505024506
2021-09-13 18:00:00,145.0,163.55606482318387,163.85
2021-09-13 19:00:00,148.0,149.59058854282128,140.09843043530543
2021-09-13 20:00:00,121.0,122.03148015174145,124.03716729764443
2021-09-13 21:00:00,123.0,124.10779658209864,124.3301712457517
2021-09-13 22:00:00,110.0,110.94243289258503,107.10845055514542
2021-09-13 23:00:00,108.0,109.78990863490688,105.53116338082108
2021-09-14 00:00:00,70.0,74.81884926722398,69.81753535353535
2021-09-14 01:00:00,110.0,105.08389222796853,105.88501225720361
2021-09-14 02:00:00,112.0,109.96926907287175,106.94971894763017
2021-09-14 03:00:00,105.0,107.41879133346967,105.8542122340472
2021-09-14 04:00:00,111.0,109.63735359906542,106.93148371846434
2021-09-14 05:00:00,93.0,92.99920226213314,96.6797666443574
2021-09-14 06:00:00,108.0,112.13262914776473,106.18487551456296
2021-09-14 07:00:00,140.0,137.76365522311346,136.91480804843303
2021-09-14 08:00:00,174.0,173.4935895604906,182.64888888888888
2021-09-14 09:00:00,166.0,175.08782103184285,177.66156752873567
2021-09-14 10:00:00,152.0,170.95889168300047,176.52637929268855
2021-09-14 11:00:00,170.0,176.07051127107314,179.2838101851852
2021-09-14 12:00:00,118.0,115.51569968738224,113.43532967372082
2021-09-14 13:00:00,163.0,178.31597976426204,178.34949428104574
2021-09-14 14:00:00,158.0,171.6883292806741,174.6652058611323
2021-09-14 15:00:00,161.0,164.78323528467027,164.45123148148147
2021-09-14 16:00:00,160.0,170.40804893594975,168.74266666666668
2021-09-14 17:00:00,123.0,129.84454138383978,131.81407003798674
2021-09-14 18:00:00,158.0,157.69573506053212,159.02980555555553
2021-09-14 19:00:00,153.0,152.1328717909308,150.8632948717949
2021-09-14 20:00:00,128.0,130.29086590421116,131.80612245377358
2021-09-14 21:00:00,128.0,129.99731776882115,127.42415875665198
2021-09-14 22:00:00,111.0,112.59946503055787,112.7477204606241
2021-09-14 23:00:00,110.0,108.16091964303632,106.26724484508952
