datetime,일생산량,일평균전력,is_shutdown
2021-08-18,20063,129.58333333333334,False
2021-08-19,25976,132.95833333333334,False
2021-08-20,25213,130.45833333333334,False
2021-08-21,3794,45.041666666666664,False
2021-08-22,0,22.833333333333332,True
2021-08-23,16580,108.66666666666667,False
2021-08-24,16955,136.33333333333334,False
2021-08-25,22076,134.08333333333334,False
2021-08-26,20064,138.45833333333334,False
2021-08-27,25769,128.95833333333334,False
2021-08-28,1799,51.416666666666664,False
2021-08-29,0,19.916666666666668,True
2021-08-30,10719,107.95833333333333,False
2021-08-31,16443,134.75,False
2021-09-01,19638,139.29166666666666,False
2021-09-02,19351,139.79166666666666,False
2021-09-03,12845,132.375,False
2021-09-04,3431,51.208333333333336,False
2021-09-05,0,22.875,True
2021-09-06,16628,103.83333333333333,False
2021-09-07,16424,136.70833333333334,False
2021-09-08,20831,128.20833333333334,False
2021-09-09,17162,133.91666666666666,False
2021-09-10,18789,134.16666666666666,False
2021-09-11,2173,42.833333333333336,False
2021-09-12,0,23.333333333333332,True
2021-09-13,14174,111.0,False
2021-09-14,19318,132.58333333333334,False
