datetime,실측,q10,q50,q90
2021-09-06 08:00:00,171.0,153.44448843384046,161.4493135079051,182.49986812273573
2021-09-06 09:00:00,157.0,162.394261856989,170.3864920181581,177.64228973135098
2021-09-06 10:00:00,171.0,162.0291878687288,176.50180463341883,183.29736973789934
2021-09-06 11:00:00,176.0,166.0108273882339,175.2145221185033,181.3499593778311
2021-09-06 12:00:00,109.0,111.24873105457348,119.40293399016713,120.0942776401369
2021-09-06 13:00:00,160.0,164.41981939959436,175.48328590865484,179.52558888218084
2021-09-06 14:00:00,160.0,160.03468890441016,174.58356328247024,171.842193882806
2021-09-06 15:00:00,158.0,158.00691454183644,160.60919550134372,166.99026341720122
2021-09-06 16:00:00,146.0,157.43724395348858,162.13836871989935,164.91524953929047
2021-09-06 17:00:00,128.0,131.7154165402984,140.92982616032708,144.7314780606891
2021-09-06 18:00:00,152.0,149.61796238152624,154.9034390437964,166.7262457328139
2021-09-06 19:00:00,135.0,139.43617051506578,141.6828199718721,154.81273899737673
2021-09-06 20:00:00,121.0,113.9288981878372,123.09559791906294,129.94346867527028
2021-09-06 21:00:00,123.0,113.92995090548278,122.35209529342556,129.26837549504452
2021-09-06 22:00:00,110.0,104.60233785668548,109.26507486667758,117.00023961472155
2021-09-06 23:00:00,104.0,101.11484671825048,104.48192733119674,108.30361950068689
2021-09-07 00:00:00,72.0,37.69037609526418,71.81954028471816,66.571624775196
2021-09-07 01:00:00,109.0,98.42875669743566,84.05352568084119,103.74518972236164
2021-09-07 02:00:00,111.0,100.60372437739711,96.19580280100213,107.80139817203313
2021-09-07 03:00:00,109.0,98.08331287543828,94.45992231131676,107.84932489789585
2021-09-07 04:00:00,109.0,38.9058905032596,95.62102957848067,109.03846060201072
2021-09-07 05:00:00,96.0,91.25300193621078,93.43725489844034,104.78470606784416
2021-09-07 06:00:00,115.0,97.58425699067762,102.22437824486771,113.10457999520725
2021-09-07 07:00:00,140.0,105.64999313066467,119.36682249293887,125.81184148920688
2021-09-07 08:00:00,173.0,162.57193814156145,171.4128720928885,178.15075523449124
2021-09-07 09:00:00,170.0,164.1508923787658,172.3918869668603,175.31582092218696
2021-09-07 10:00:00,164.0,161.16283034873146,167.53855992718107,178.8589409401277
2021-09-07 11:00:00,174.0,165.65160460075356,171.97279495630875,181.22745237642127
2021-09-07 12:00:00,116.0,112.98242257924358,116.73551819469614,119.9425235550815
2021-09-07 13:00:00,181.0,162.22775951553766,174.7593960352538,183.38803482827035
2021-09-07 14:00:00,182.0,161.64238592979515,175.2270000519561,179.70114660031166
2021-09-07 15:00:00,166.0,154.81740638464353,161.67740259522992,169.83769396980307
2021-09-07 16:00:00,160.0,160.00065018404354,164.98991545708407,171.02398885539898
2021-09-07 17:00:00,135.0,115.4183155514226,127.92128566224775,133.2279789882667
2021-09-07 18:00:00,156.0,149.35709955598006,157.19073364384704,173.21916052901085
2021-09-07 19:00:00,152.0,143.5185064231029,146.2248720650925,157.73894740795376
2021-09-07 20:00:00,134.0,138.8077424629276,136.4888106695007,158.0214850159583
2021-09-07 21:00:00,131.0,116.7101213609284,125.5882031281186,139.97917309466064
2021-09-07 22:00:00,115.0,107.51990801929149,115.23524576816784,120.20371330482178
2021-09-07 23:00:00,111.0,104.28959528662514,107.66283645205066,111.9503094703012
